City,State,Latitude,Longitude
Methuen,MA,42.729,-71.189
Beaumont,CA,33.929,-116.977
West New York,NJ,40.787,-74.013
Logan,UT,41.731,-111.835
Normal,IL,40.511,-88.995
Battle Creek,MI,42.319,-85.182
La Crosse,WI,43.812,-91.251
Elyria,OH,41.368,-82.107
Watsonville,CA,36.91,-121.756
Glendora,CA,34.136,-117.865
Florissant,MO,38.789,-90.323
Hoffman Estates,IL,42.047,-88.08
Stratford,CT,41.212,-73.134
Aliso Viejo,CA,33.575,-117.725
Burien,WA,47.467,-122.339
Marana,AZ,32.436,-111.209
Texas City,TX,29.384,-94.903
Placentia,CA,33.872,-117.87
Harrisonburg,VA,38.449,-78.869
Twin Falls,ID,42.556,-114.47
Joplin,MO,37.084,-94.513
Dunwoody,GA,33.946,-84.334
Cathedral City,CA,33.78,-116.467
Delano,CA,35.77,-119.246
Troy,NY,42.724,-73.692
Collierville,TN,35.042,-89.664
Enid,OK,36.397,-97.878
Covina,CA,34.09,-117.89
Rosemead,CA,34.081,-118.073
Palm Desert,CA,33.721,-116.374
Cuyahoga Falls,OH,41.134,-81.484
Mishawaka,IN,41.661,-86.181
East Hartford,CT,41.764,-72.614
Draper,UT,40.525,-111.864
Middletown,OH,39.517,-84.405
Lakewood,OH,41.485,-81.8
East Honolulu,HI,21.286,-157.707
Summerville,SC,33.019,-80.177
Murray,UT,40.659,-111.888
Grapevine,TX,32.934,-97.078
Milford,CT,41.231,-73.07
Columbus,IN,39.201,-85.921
Downers Grove,IL,41.796,-88.01
Mooresville,NC,35.585,-80.81
Cypress,CA,33.817,-118.037
Harrisburg,PA,40.263,-76.887
St Louis Park,MN,44.948,-93.348
Spring Hill,TN,35.752,-86.929
Azusa,CA,34.134,-117.907
Chesterfield,MO,38.664,-90.578
Newark,OH,40.058,-82.403
Sheboygan,WI,43.751,-87.713
Bedford,TX,32.845,-97.133
Lincoln,CA,38.892,-121.293
East Brunswick,NJ,40.421,-74.414
Euclid,OH,41.597,-81.527
Cerritos,CA,33.859,-118.064
Redford,MI,42.383,-83.295
Biloxi,MS,30.395,-88.886
Jeffersonville,IN,38.274,-85.742
Lawrence,IN,39.836,-86.027
Dublin,OH,40.1,-83.114
Ceres,CA,37.595,-120.957
Coral Gables,FL,25.723,-80.266
Winter Haven,FL,28.022,-81.733
Cedar Hill,TX,32.59,-96.956
Everett,MA,42.407,-71.056
Barnstable,MA,41.655,-70.28
Portage,MI,42.201,-85.589
Charleston,WV,38.35,-81.633
West Orange,NJ,40.79,-74.261
Poway,CA,32.956,-117.037
Titusville,FL,28.614,-80.808
Hattiesburg,MS,31.327,-89.29
Glenview,IL,42.073,-87.802
Washington,NJ,39.742,-75.071
Niagara Falls,NY,43.089,-79.063
Monroe,NJ,40.303,-74.439
Roswell,NM,33.393,-104.523
Stillwater,OK,36.116,-97.059
Wauwatosa,WI,43.05,-88.007
Minot,ND,48.236,-101.293
Leesburg,VA,39.115,-77.565
Bothell,WA,47.76,-122.207
La Mirada,CA,33.917,-118.012
Binghamton,NY,42.099,-75.913
Rancho Santa Margarita,CA,33.644,-117.598
Wilson,NC,35.725,-77.91
Egg Harbor,NJ,39.372,-74.64
East Lansing,MI,42.735,-84.484
Middletown,CT,41.53,-72.649
Roseville,MI,42.497,-82.937
Monroe,LA,32.502,-92.117
Burleson,TX,32.543,-97.321
Wake Forest,NC,35.979,-78.509
Mansfield,OH,40.759,-82.516
Newark,CA,37.537,-122.031
Mentor,OH,41.666,-81.34
Cleveland,TN,35.16,-84.877
Brea,CA,33.92,-117.898
Fort Pierce,FL,27.447,-80.326
Ocoee,FL,28.57,-81.544
Rockwall,TX,32.931,-96.46
East Providence,RI,41.814,-71.37
Oro Valley,AZ,32.41,-110.996
San Luis Obispo,CA,35.282,-120.659
South Brunswick,NJ,40.375,-74.517
Winter Garden,FL,28.566,-81.586
Salina,KS,38.841,-97.609
Huntington,WV,38.421,-82.444
Evesham,NJ,39.878,-74.895
Prescott Valley,AZ,34.603,-112.316
Farmington,NM,36.729,-108.208
Charlottesville,VA,38.031,-78.482
Beavercreek,OH,39.728,-84.057
Strongsville,OH,41.314,-81.835
Attleboro,MA,41.945,-71.284
Little Elm,TX,33.154,-96.943
Westfield,IN,40.043,-86.128
Arlington,MA,42.421,-71.163
Altamonte Springs,FL,28.664,-81.374
Haltom City,TX,32.795,-97.273
Hackensack,NJ,40.879,-74.044
Bridgewater,NJ,40.611,-74.622
Goose Creek,SC,32.996,-80.039
Huntsville,TX,30.724,-95.551
Prescott,AZ,34.542,-112.469
Elmhurst,IL,41.9,-87.94
Keller,TX,32.935,-97.254
Bountiful,UT,40.889,-111.881
Kyle,TX,29.989,-97.875
Littleton,CO,39.614,-105.016
Urbandale,IA,41.629,-93.712
Los Banos,CA,37.06,-120.848
Morgan Hill,CA,37.13,-121.654
Cutler Bay,FL,25.578,-80.338
Brentwood,TN,36.033,-86.789
Sayreville,NJ,40.459,-74.361
Cleveland Heights,OH,41.52,-81.556
Sierra Vista,AZ,31.555,-110.3
Pearl City,HI,21.394,-157.97
Riverton,UT,40.522,-111.939
Alexandria,LA,31.311,-92.445
Manchester,NJ,39.948,-74.406
Fairfield,OH,39.338,-84.56
Blacksburg,VA,37.229,-80.414
York,PA,39.962,-76.728
North Lauderdale,FL,26.217,-80.226
Plainfield,IL,41.609,-88.204
Burlington,VT,44.476,-73.214
Fond du Lac,WI,43.779,-88.447
Mount Laurel,NJ,39.948,-74.894
West Lafayette,IN,40.424,-86.908
Palm Springs,CA,33.823,-116.546
The Colony,TX,33.088,-96.887
Moorhead,MN,46.874,-96.768
Mankato,MN,44.166,-94
Salem,MA,42.52,-70.896
Lombard,IL,41.887,-88.018
Freeport,NY,40.658,-73.584
Lompoc,CA,34.639,-120.458
Gallatin,TN,36.388,-86.446
Wallingford,CT,41.459,-72.8
Rohnert Park,CA,38.339,-122.701
Wentzville,MO,38.811,-90.853
Wilkes Barre,PA,41.246,-75.882
El Centro,CA,32.793,-115.563
Bloomfield,MI,42.57,-83.294
Oakland Park,FL,26.174,-80.139
Saginaw,MI,43.445,-84.022
Hilo,HI,19.724,-155.087
Greenacres,FL,26.626,-80.134
Concord,NH,43.204,-71.536
Altoona,PA,40.515,-78.402
Campbell,CA,37.287,-121.95
Pittsfield,MA,42.448,-73.253
Meridian,MI,42.726,-84.406
San Bruno,CA,37.631,-122.411
North Brunswick,NJ,40.446,-74.491
Leominster,MA,42.526,-71.76
Berkeley,NJ,39.943,-74.266
Linden,NJ,40.631,-74.252
Shakopee,MN,44.798,-93.525
North Miami Beach,FL,25.933,-80.162
Sherman,TX,33.637,-96.609
Eagle Mountain,UT,40.305,-112.004
Danville,CA,37.822,-122
Hagerstown,MD,39.642,-77.72
Bremerton,WA,47.565,-122.627
Southington,CT,41.607,-72.876
Hickory,NC,35.732,-81.338
Waipahu,HI,21.383,-158.022
Sumter,SC,33.92,-80.342
Huber Heights,OH,39.847,-84.114
Oakley,CA,37.998,-121.714
Hillsborough,NJ,40.51,-74.652
Woonsocket,RI,42,-71.516
Jefferson City,MO,38.578,-92.171
Buffalo Grove,IL,42.157,-87.964
Ormond Beach,FL,29.284,-81.059
Commerce,MI,42.583,-83.497
Clermont,FL,28.558,-81.765
Moline,IL,41.507,-90.515
Coppell,TX,32.969,-96.994
Puyallup,WA,47.192,-122.294
Edmonds,WA,47.811,-122.377
Manassas,VA,38.751,-77.472
Beverly,MA,42.55,-70.883
Spanish Fork,UT,40.11,-111.655
Danville,VA,36.588,-79.392
Newnan,GA,33.374,-84.799
Midland,MI,43.613,-84.246
Belleville,IL,38.514,-89.984
Gainesville,GA,34.299,-83.827
Rancho Palos Verdes,CA,33.745,-118.389
Peachtree Corners,GA,33.971,-84.221
Lake Worth Beach,FL,26.616,-80.057
Enfield,CT,41.987,-72.553
Billerica,MA,42.563,-71.277
Maplewood,MN,44.956,-93.005
Schertz,TX,29.552,-98.27
Kearny,NJ,40.77,-74.146
Fitchburg,MA,42.585,-71.804
Coachella,CA,33.681,-116.177
Marlborough,MA,42.347,-71.549
Columbia,TN,35.615,-87.034
Saginaw,MI,43.433,-83.939
Hollister,CA,36.852,-121.402
Marion,IA,42.033,-91.599
Marlboro,NJ,40.346,-74.263
Brookfield,WI,43.036,-88.115
Bullhead City,AZ,35.148,-114.568
Germantown,TN,35.093,-89.809
Delaware,OH,40.299,-83.068
Milton,GA,34.118,-84.27
Lancaster,TX,32.592,-96.756
Pine Bluff,AR,34.229,-92.003
Grove City,OH,39.882,-83.094
Teaneck,NJ,40.893,-74.011
Holly Springs,NC,35.651,-78.834
Hallandale Beach,FL,25.985,-80.148
Friendswood,TX,29.529,-95.201
Waxahachie,TX,32.386,-96.847
Bartlett,IL,41.992,-88.185
Reynoldsburg,OH,39.955,-82.812
Covington,KY,39.084,-84.508
Montclair,NJ,40.819,-74.216
Manalapan,NJ,40.259,-74.353
Woburn,MA,42.48,-71.152
Shelton,CT,41.308,-73.148
Westfield,MA,42.121,-72.749
Annapolis,MD,38.978,-76.489
Chelsea,MA,42.393,-71.034
Culver City,CA,34.021,-118.397
Lake Oswego,OR,45.419,-122.664
Cedar Falls,IA,42.536,-92.445
Duncanville,TX,32.652,-96.908
Valley Stream,NY,40.661,-73.704
Lancaster,OH,39.714,-82.602
Kailua,HI,21.393,-157.74
Hobbs,NM,32.701,-103.136
State College,PA,40.794,-77.862
New Berlin,WI,42.976,-88.108
Hurst,TX,32.824,-97.179
Findlay,OH,41.043,-83.65
DeKalb,IL,41.93,-88.75
Crystal Lake,IL,42.241,-88.316
Lincoln Park,MI,42.25,-83.177
Aventura,FL,25.955,-80.147
Fort Lee,NJ,40.851,-73.97
Florence,AL,34.8,-87.677
Weslaco,TX,26.163,-97.991
Norwich,CT,41.551,-72.088
Brighton,CO,39.985,-104.818
Oviedo,FL,28.67,-81.208
Issaquah,WA,47.53,-122.037
Hutchinson,KS,38.053,-97.932
Indian Trail,NC,35.084,-80.661
Wausau,WI,44.96,-89.627
Winslow,NJ,39.676,-74.867
Florence,SC,34.197,-79.766
Romeoville,IL,41.64,-88.081
Carol Stream,IL,41.916,-88.13
Grand Blanc,MI,42.899,-83.663
Plant City,FL,28.016,-82.123
Olive Branch,MS,34.963,-89.829
Park Ridge,IL,42.009,-87.831
Streamwood,IL,42.022,-88.182
San Gabriel,CA,34.096,-118.105
Cape Girardeau,MO,37.303,-89.519
Bell Gardens,CA,33.965,-118.152
Quincy,IL,39.933,-91.409
Rexburg,ID,43.826,-111.784
Dover,DE,39.156,-75.524
Keizer,OR,44.989,-123.027
Roy,UT,41.162,-112.026
Mount Juliet,TN,36.2,-86.519
Amherst,MA,42.342,-72.504
Warren,OH,41.237,-80.819
Westerville,OH,40.127,-82.932
Grants Pass,OR,42.44,-123.327
Pittsfield,MI,42.2,-83.727
Braintree,MA,42.208,-71.004
Wheeling,IL,42.137,-87.928
Bettendorf,IA,41.527,-90.5
Vestavia Hills,AL,33.447,-86.791
Royal Palm Beach,FL,26.706,-80.229
Cottage Grove,MN,44.827,-92.94
Phenix City,AL,32.471,-85.002
Spartanburg,SC,34.95,-81.932
La Vergne,TN,36.019,-86.573
Pacifica,CA,37.609,-122.496
Calexico,CA,32.679,-115.499
West Fargo,ND,46.87,-96.9
Lynnwood,WA,47.821,-122.315
Clovis,NM,34.401,-103.205
Menomonee Falls,WI,43.179,-88.116
Apache Junction,AZ,33.413,-111.546
Atlantic City,NJ,39.364,-74.423
Post Falls,ID,47.715,-116.948
Lebanon,TN,36.208,-86.291
Groton,CT,41.362,-72.049
East Point,GA,33.677,-84.441
Winter Springs,FL,28.676,-81.27
Urbana,IL,40.112,-88.207
Shrewsbury,MA,42.284,-71.716
Muskegon,MI,43.234,-86.248
Rosenberg,TX,29.557,-95.809
Holland,MI,42.829,-86.085
Peachtree City,GA,33.396,-84.591
Owasso,OK,36.266,-95.855
Holyoke,MA,42.206,-72.609
Belleville,NJ,40.796,-74.159
Orion,MI,42.752,-83.274
Northglenn,CO,39.903,-104.978
La Puente,CA,34.02,-117.951
Adelanto,CA,34.579,-117.41
Carpentersville,IL,42.121,-88.258
Stanton,CA,33.803,-117.993
Monrovia,CA,34.145,-118.001
Hot Springs,AR,34.504,-93.055
Portage,IN,41.576,-87.181
Tupelo,MS,34.257,-88.705
Montclair,CA,34.078,-117.69
New Albany,IN,38.284,-85.823
Longview,WA,46.138,-122.934
Galloway,NJ,39.468,-74.442
Greenfield,WI,42.966,-88.008
Prattville,AL,32.462,-86.451
Pleasant Grove,UT,40.364,-111.739
Rome,GA,34.255,-85.172
Saratoga Springs,UT,40.333,-111.909
Hilton Head Island,SC,32.178,-80.728
Riviera Beach,FL,26.774,-80.055
Oregon City,OR,45.357,-122.607
La Quinta,CA,33.663,-116.308
Hanover Park,IL,41.999,-88.145
Kaneohe,HI,21.418,-157.802
DeLand,FL,29.028,-81.303
Leavenworth,KS,39.319,-94.914
Bartlesville,OK,36.751,-95.978
Martinez,CA,38.018,-122.134
Claremont,CA,34.095,-117.719
Ewing,NJ,40.267,-74.788
Lewiston,ME,44.101,-70.215
Monroe,NJ,39.658,-74.957
Hilliard,OH,40.034,-83.16
Rock Island,IL,41.509,-90.576
Georgetown,KY,38.21,-84.56
Pennsauken,NJ,39.974,-75.039
Natick,MA,42.288,-71.35
Tucker,GA,33.853,-84.214
Richfield,MN,44.883,-93.283
Estero,FL,26.431,-81.811
Muskogee,OK,35.748,-95.369
Wildomar,CA,33.604,-117.273
Trumbull,CT,41.263,-73.214
Franklin,WI,42.889,-88.038
Upper Arlington,OH,39.999,-83.062
Kearns,UT,40.653,-112.006
Independence,MI,42.75,-83.373
Copperas Cove,TX,31.124,-97.902
Beloit,WI,42.499,-89.036
Andover,MA,42.647,-71.155
Oak Creek,WI,42.894,-87.912
Temple City,CA,34.107,-118.061
Merrillville,IN,41.486,-87.336
Cumberland,RI,41.979,-71.422
Chelmsford,MA,42.593,-71.365
Moorpark,CA,34.285,-118.882
Roseville,MN,45.006,-93.157
Texarkana,TX,33.421,-94.046
Dunedin,FL,28.019,-82.772
Calumet City,IL,41.615,-87.54
Midvale,UT,40.611,-111.9
Marion,OH,40.589,-83.129
Farmers Branch,TX,32.924,-96.893
Sun Prairie,WI,43.183,-89.214
Lauderdale Lakes,FL,26.169,-80.203
El Mirage,AZ,33.606,-112.325
Inver Grove Heights,MN,44.848,-93.043
West Hollywood,CA,34.091,-118.361
Norristown,PA,40.115,-75.345
Tooele,UT,40.531,-112.299
Gahanna,OH,40.019,-82.878
Richmond,IN,39.829,-84.893
Addison,IL,41.92,-87.989
Coventry,RI,41.693,-71.663
Myrtle Beach,SC,33.693,-78.883
Lake Stevens,WA,48.002,-122.093
Lima,OH,40.74,-84.105
Salisbury,NC,35.667,-80.47
Torrington,CT,41.831,-73.134
Wenatchee,WA,47.425,-120.311
Manhattan Beach,CA,33.885,-118.411
Brunswick,OH,41.238,-81.841
Wildwood,MO,38.597,-90.64
Freehold,NJ,40.207,-74.303
Watertown,MA,42.365,-71.184
Greer,SC,34.939,-82.227
San Juan,TX,26.189,-98.155
North Ridgeville,OH,41.39,-82.019
Springville,UT,40.167,-111.611
San Luis,AZ,32.494,-114.784
Cedar City,UT,37.677,-113.062
Northbrook,IL,42.127,-87.829
Mount Vernon,WA,48.418,-122.339
San Juan Capistrano,CA,33.502,-117.663
Glastonbury,CT,41.689,-72.549
Midlothian,TX,32.482,-96.994
La Porte,TX,29.665,-95.019
University City,MO,38.671,-90.326
Woodstock,GA,34.101,-84.519
Meridian,MS,32.364,-88.7
Long Beach,NY,40.589,-73.664
Benton,AR,34.563,-92.587
Randolph,MA,42.173,-71.045
Fair Lawn,NJ,40.939,-74.123
San Dimas,CA,34.107,-117.807
Hinesville,GA,31.847,-81.596
University Place,WA,47.235,-122.55
Cookeville,TN,36.165,-85.513
Mason,OH,39.36,-84.309
College Park,MD,38.981,-76.938
Del Rio,TX,29.36,-100.899
Parkland,FL,26.311,-80.253
Douglasville,GA,33.751,-84.747
Manitowoc,WI,44.091,-87.658
Plainfield,IN,39.703,-86.403
Pleasant Hill,CA,37.945,-122.06
Oswego,IL,41.683,-88.352
Richmond,KY,37.747,-84.294
Monroe,NC,34.981,-80.549
Goshen,IN,41.586,-85.834
Fairborn,OH,39.822,-84.021
Deer Park,TX,29.7,-95.124
Butte Silver Bow,MT,46.014,-112.536
Stow,OH,41.159,-81.44
Lexington,MA,42.446,-71.234
Orange,NJ,40.77,-74.232
Dalton,GA,34.77,-84.968
Cooper City,FL,26.057,-80.272
Holland,MI,42.788,-86.108
McMinnville,OR,45.21,-123.198
Eastpointe,MI,42.465,-82.958
Derry,NH,42.889,-71.292
Socorro,TX,31.654,-106.304
Westlake,OH,41.456,-81.922
Lewiston,ID,46.422,-117.027
Woodridge,IL,41.751,-88.031
Fuquay Varina,NC,35.59,-78.799
Valparaiso,IN,41.468,-87.061
Lufkin,TX,31.339,-94.729
Sahuarita,AZ,31.969,-110.97
North Providence,RI,41.858,-71.466
Walla Walla,WA,46.067,-118.339
Gadsden,AL,34.014,-86.005
Leawood,KS,38.906,-94.615
Crown Point,IN,41.418,-87.364
Foster City,CA,37.558,-122.264
Kearney,NE,40.698,-99.082
Dartmouth,MA,41.596,-70.993
Brooklyn Center,MN,45.076,-93.333
Menlo Park,CA,37.454,-122.183
Englewood,CO,39.646,-104.988
Goldsboro,NC,35.386,-77.996
Cottonwood Heights,UT,40.624,-111.825
Bethel Park,PA,40.328,-80.038
Bell,CA,33.975,-118.188
Plainfield,MI,43.073,-85.61
Los Gatos,CA,37.231,-121.965
Petersburg,VA,37.226,-77.403
Statesboro,GA,32.449,-81.783
Houma,LA,29.598,-90.713
Gillette,WY,44.293,-105.504
American Fork,UT,40.377,-111.799
Alabaster,AL,33.244,-86.816
Redmond,OR,44.273,-121.174
Franklin,MA,42.083,-71.397
Brownstown,MI,42.151,-83.281
Glendale Heights,IL,41.918,-88.079
Delta,MI,42.736,-84.685
Dana Point,CA,33.467,-117.698
Harker Heights,TX,31.08,-97.655
St Charles,IL,41.914,-88.312
Lawrence,NJ,40.3,-74.721
Spring Valley,NY,41.112,-74.045
Salisbury,MD,38.365,-75.601
Kennesaw,GA,34.023,-84.615
Canton,GA,34.237,-84.491
Kiryas Joel,NY,41.341,-74.169
Kaysville,UT,41.035,-111.939
Panama City,FL,30.155,-85.66
Pullman,WA,46.73,-117.182
Des Moines,WA,47.402,-122.325
Elk Grove Village,IL,42.002,-87.959
Dover,NH,43.198,-70.874
Sherwood,AR,34.82,-92.234
Windsor,CO,40.48,-104.908
Beverly Hills,CA,34.073,-118.4
Goleta,CA,34.436,-119.827
Kingman,AZ,35.19,-114.053
Bay City,MI,43.596,-83.888
Garfield,NJ,40.881,-74.113
Dracut,MA,42.683,-71.271
Chester,PA,39.85,-75.36
Andover,MN,45.245,-93.306
Falmouth,MA,41.601,-70.595
Fairbanks,AK,64.844,-147.719
Desert Hot Springs,CA,33.961,-116.501
Rochester,NH,43.304,-70.976
Savage,MN,44.777,-93.336
North Olmsted,OH,41.419,-81.915
Wheat Ridge,CO,39.773,-105.081
Seaside,CA,36.609,-121.846
OFallon,IL,38.592,-89.911
Cibolo,TX,29.576,-98.236
Juneau,AK,58.3,-134.408
Carlsbad,NM,32.418,-104.226
Nacogdoches,TX,31.603,-94.655
Massillon,OH,40.797,-81.522
Syracuse,UT,41.089,-112.065
Rome,NY,43.212,-75.456
San Pablo,CA,37.962,-122.345
Ithaca,NY,42.44,-76.499
Helena,MT,46.59,-112.038
Needham,MA,42.285,-71.237
Michigan City,IN,41.714,-86.9
Aiken,SC,33.561,-81.719
Deptford,NJ,39.826,-75.112
Atwater,CA,37.345,-120.607
Holladay,UT,40.668,-111.824
Florence,KY,38.999,-84.627
South Kingstown,RI,41.452,-71.543
Clearfield,UT,41.114,-112.026
Maryville,TN,35.756,-83.971
Willingboro,NJ,40.029,-74.89
Duluth,GA,34.003,-84.144
Lawndale,CA,33.887,-118.352
Bangor,ME,44.801,-68.771
West Bend,WI,43.425,-88.184
Pekin,IL,40.568,-89.641
Dania Beach,FL,26.052,-80.144
Port Chester,NY,41.002,-73.666
Long Branch,NJ,40.305,-73.983
Los Altos,CA,37.38,-122.115
Norwood,MA,42.188,-71.194
Poughkeepsie,NY,41.704,-73.929
Mundelein,IL,42.27,-88.004
Naugatuck,CT,41.489,-73.068
Paso Robles,CA,35.623,-120.688
SeaTac,WA,47.445,-122.283
Flint,MI,43.013,-83.776
Cornelius,NC,35.481,-80.858
Laramie,WY,41.311,-105.595
Oak Ridge,TN,36.026,-84.24
Elizabethtown,KY,37.702,-85.869
Burlingame,CA,37.584,-122.366
Shawnee,OK,35.327,-96.924
Laguna Hills,CA,33.605,-117.703
Cleburne,TX,32.347,-97.386
Tewksbury,MA,42.615,-71.233
La Verne,CA,34.101,-117.77
Livingston,NJ,40.785,-74.33
North Royalton,OH,41.314,-81.725
Jackson,MI,42.246,-84.406
New Bern,NC,35.108,-77.04
Southlake,TX,32.942,-97.131
Hopkinsville,KY,36.865,-87.489
Garner,NC,35.707,-78.605
Northport,AL,33.229,-87.577
Ballwin,MO,38.593,-90.553
Nicholasville,KY,37.88,-84.573
Voorhees,NJ,39.852,-74.939
Saratoga,CA,37.259,-122.032
Westfield,NJ,40.652,-74.348
West Warwick,RI,41.679,-71.516
Opelika,AL,32.647,-85.378
White Lake,MI,42.657,-83.505
North Andover,MA,42.659,-71.075
Niles,IL,42.012,-87.801
Alamogordo,NM,32.9,-105.959
LaGrange,GA,33.039,-85.032
Weatherford,TX,32.759,-97.797
North Attleborough,MA,41.963,-71.349
Bowling Green,OH,41.375,-83.65
North Chicago,IL,42.329,-87.84
San Carlos,CA,37.507,-122.26
Gurnee,IL,42.371,-87.896
Princeton,NJ,40.35,-74.659
Santa Paula,CA,34.354,-119.06
Lawrenceville,GA,33.956,-83.988
Zionsville,IN,39.959,-86.271
Newark,DE,39.683,-75.754
Newington,CT,41.69,-72.731
North Tonawanda,NY,43.032,-78.87
Miami Lakes,FL,25.913,-80.309
Morristown,TN,36.214,-83.292
Lafayette,CO,39.994,-105.09
Milford,MA,42.161,-71.525
Van Buren,MI,42.234,-83.513
Morgantown,WV,39.63,-79.956
Eagle,ID,43.695,-116.354
Middletown,NY,41.447,-74.42
Sanford,NC,35.48,-79.181
Monterey,CA,36.601,-121.894
Vernon,CT,41.838,-72.457
Highland Park,IL,42.185,-87.801
Prosper,TX,33.236,-96.802
Liberty,MO,39.246,-94.42
Chamblee,GA,33.889,-84.304
Nutley,NJ,40.821,-74.159
New Smyrna Beach,FL,29.024,-80.926
Bella Vista,AR,36.476,-94.253
Salem,NH,42.782,-71.221
Laurel,MD,39.103,-76.843
Galesburg,IL,40.947,-90.371
East Windsor,NJ,40.267,-74.554
Erie,CO,40.05,-105.053
East Palo Alto,CA,37.469,-122.141
Southgate,MI,42.214,-83.194
Raytown,MO,39.009,-94.463
Hazleton,PA,40.954,-75.973
Melrose,MA,42.455,-71.065
Fountain,CO,38.683,-104.701
Winter Park,FL,28.598,-81.351
Garfield Heights,OH,41.417,-81.606
Atascadero,CA,35.489,-120.668
Hobart,IN,41.532,-87.255
Parkersburg,WV,39.265,-81.563
Gloucester,MA,42.613,-70.662
Burton,MI,42.99,-83.634
Algonquin,IL,42.167,-88.292
Greenville,MS,33.409,-91.06
Schererville,IN,41.479,-87.457
Morrisville,NC,35.834,-78.841
Fitchburg,WI,43.016,-89.432
Fridley,MN,45.079,-93.272
Northampton,MA,42.319,-72.631
Johnston,RI,41.828,-71.519
Central,LA,30.554,-91.037
Oak Park,MI,42.46,-83.182
Rahway,NJ,40.607,-74.276
Wellesley,MA,42.302,-71.29
Paragould,AR,36.055,-90.486
Suisun City,CA,38.238,-122.041
West Windsor,NJ,40.288,-74.63
Banning,CA,33.925,-116.878
Windsor,CT,41.864,-72.656
Jacksonville,AR,34.866,-92.111
Kirkwood,MO,38.581,-90.406
Burbank,IL,41.734,-87.78
Shaker Heights,OH,41.465,-81.536
Matthews,NC,35.116,-80.722
Seguin,TX,29.569,-97.965
Texarkana,AR,33.427,-94.039
Englewood,NJ,40.894,-73.976
Stoughton,MA,42.117,-71.102
Magna,UT,40.704,-112.092
Danville,IL,40.124,-87.63
Williston,ND,48.163,-103.632
Lansing,IL,41.565,-87.539
McDonough,GA,33.447,-84.147
Port Huron,MI,42.977,-82.424
Lake in the Hills,IL,42.183,-88.335
Brownsburg,IN,39.843,-86.398
Stockbridge,GA,33.543,-84.258
Russellville,AR,35.278,-93.134
Mount Olive,NJ,40.875,-74.751
Newburgh,NY,41.498,-74.011
Glen Ellyn,IL,41.876,-88.067
West Springfield,MA,42.106,-72.622
Gaines,MI,42.811,-85.605
Casselberry,FL,28.662,-81.32
Slidell,LA,30.278,-89.782
Cheshire,CT,41.511,-72.896
Jamestown,NY,42.096,-79.241
Enterprise,AL,31.314,-85.854
Lathrop,CA,37.816,-121.313
Agawam,MA,42.07,-72.615
Independence,KY,38.942,-84.545
Lacey,NJ,39.851,-74.252
Monroeville,PA,40.434,-79.753
Allen Park,MI,42.258,-83.21
Bridgewater,MA,41.973,-70.974
Milton,MA,42.242,-71.086
Saugus,MA,42.478,-71.022
Stafford,NJ,39.699,-74.259
Bixby,OK,35.942,-95.883
Frankfort,KY,38.199,-84.876
New Iberia,LA,30.006,-91.819
Aberdeen,SD,45.465,-98.488
Saratoga Springs,NY,43.083,-73.785
Jeffersontown,KY,38.194,-85.565
Madison Heights,MI,42.486,-83.105
Hamtramck,MI,42.394,-83.056
Walnut,CA,34.02,-117.866
Statesville,NC,35.785,-80.888
Glen Cove,NY,40.863,-73.634
Belmont,CA,37.52,-122.276
Bergenfield,NJ,40.928,-73.996
Marion,IN,40.559,-85.66
Oakdale,MN,44.963,-92.964
Maryland Heights,MO,38.712,-90.432
Branford,CT,41.29,-72.807
Kahului,HI,20.891,-156.467
Harrison,NY,40.969,-73.713
Kent,OH,41.154,-81.358
Lake Jackson,TX,29.04,-95.437
Wilmette,IL,42.072,-87.723
Greenville,TX,33.14,-96.107
Garden City,KS,37.966,-100.874
Eagle Pass,TX,28.709,-100.499
Easton,PA,40.691,-75.209
Mililani Town,HI,21.451,-158.016
Winchester,VA,39.186,-78.163
New Milford,CT,41.614,-73.419
Anderson,SC,34.503,-82.65
Clinton,MS,32.339,-90.329
Danvers,MA,42.576,-70.95
Twentynine Palms,CA,34.136,-116.054
Neptune,NJ,40.216,-74.067
Maple Valley,WA,47.358,-122.043
Washington,UT,37.13,-113.51
Fredericksburg,VA,38.304,-77.46
Henderson,KY,37.837,-87.59
Ridgecrest,CA,35.623,-117.67
Tualatin,OR,45.384,-122.764
Plymouth,MI,42.372,-83.517
East Haven,CT,41.312,-72.854
Bernards,NJ,40.681,-74.559
Chaska,MN,44.787,-93.601
Dodge City,KS,37.753,-100.017
Williamsport,PA,41.242,-77.002
Madison,MS,32.461,-90.112
Huntley,IL,42.168,-88.428
Mount Pleasant,WI,42.697,-87.856
North Kingstown,RI,41.547,-71.479
Bluffton,SC,32.208,-80.934
Delhi,MI,42.626,-84.526
Balch Springs,TX,32.729,-96.623
Rockledge,FL,28.331,-80.723
Ocean,NJ,40.251,-74.046
Ramsey,MN,45.237,-93.45
Lemon Grove,CA,32.743,-117.031
Prior Lake,MN,44.714,-93.424
Marshalltown,IA,42.049,-92.913
Hutto,TX,30.538,-97.55
Ossining,NY,41.163,-73.862
Granite City,IL,38.701,-90.149
Millville,NJ,39.395,-75.037
Hamilton,NJ,39.51,-74.776
Chicago Heights,IL,41.506,-87.641
Oak Forest,IL,41.61,-87.756
Green,OH,40.948,-81.471
Converse,TX,29.511,-98.308
Daphne,AL,30.604,-87.903
